"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 24 11:29:35 GMT 2025","Fri Jan 24 11:30:28 GMT 2025","53246","","tests/main.tftest.hcl","","tests/main.tftest.hcl","","wireguard_apply",""
"passed","Fri Jan 24 11:29:35 GMT 2025","Fri Jan 24 11:30:41 GMT 2025","66804","","tests/main.tftest.hcl","","tests/main.tftest.hcl","","test_mode_wireguard_apply",""
