"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","746","test_mode_wireguard_apply","","","broken","","","tests/main.tftest.hcl","tests/main.tftest.hcl",""
