table	model	class_or_axis	key	usd	comparator_usd	flag
warm_top_k	zipf	1	p95=101.33618	99.073079	142.747038	placeholder-derived
warm_top_k	zipf	2	p95=118.96275	100.142232	143.979754	placeholder-derived
warm_top_k	zipf	4	p95=109.125978	98.571841	142.562772	placeholder-derived
warm_top_k	zipf	8	p95=107.822938	99.164240	143.096414	placeholder-derived
warm_top_k	zipf	16	p95=102.557568	102.931098	146.829332	placeholder-derived
l1_capacity_gib	adversarial	150	p95=258.665133	215.786879	261.849509	placeholder-derived
l1_capacity_gib	adversarial	200	p95=206.488442	162.689752	207.581145	placeholder-derived
l1_capacity_gib	adversarial	400	p95=127.676381	116.939849	161.843549	placeholder-derived
l1_capacity_gib	adversarial	800	p95=129.103587	112.656461	157.718537	placeholder-derived
l1_capacity_gib	adversarial	1600	p95=129.103587	112.656461	157.718537	placeholder-derived
l1_capacity_gib	bursty	150	p95=5467.76214	99.542242	140.160053	placeholder-derived
l1_capacity_gib	bursty	200	p95=4267.34279	87.802483	123.943169	placeholder-derived
l1_capacity_gib	bursty	400	p95=3748.099011	71.247793	105.647003	placeholder-derived
l1_capacity_gib	bursty	800	p95=3674.405856	69.606633	103.617940	placeholder-derived
l1_capacity_gib	bursty	1600	p95=3674.405856	69.606633	103.617940	placeholder-derived
l1_capacity_gib	correlated	150	p95=364.743994	226.680724	277.130072	placeholder-derived
l1_capacity_gib	correlated	200	p95=250.181902	185.770680	235.402975	placeholder-derived
l1_capacity_gib	correlated	400	p95=149.165312	124.817555	174.399558	placeholder-derived
l1_capacity_gib	correlated	800	p95=143.455942	116.368579	164.479175	placeholder-derived
l1_capacity_gib	correlated	1600	p95=143.455942	116.368579	164.479175	placeholder-derived
l1_capacity_gib	uniform	150	p95=360.997624	208.265436	255.876516	placeholder-derived
l1_capacity_gib	uniform	200	p95=216.440006	165.767945	213.378993	placeholder-derived
l1_capacity_gib	uniform	400	p95=147.840545	123.006223	171.587130	placeholder-derived
l1_capacity_gib	uniform	800	p95=147.642425	114.558034	163.085862	placeholder-derived
l1_capacity_gib	uniform	1600	p95=150.189021	114.439084	162.751595	placeholder-derived
l1_capacity_gib	zipf	150	p95=148.172663	126.354868	170.124892	placeholder-derived
l1_capacity_gib	zipf	200	p95=144.061025	117.107970	160.764515	placeholder-derived
l1_capacity_gib	zipf	400	p95=149.972938	106.503994	151.139921	placeholder-derived
l1_capacity_gib	zipf	800	p95=103.340251	99.103831	142.837319	placeholder-derived
l1_capacity_gib	zipf	1600	p95=103.340251	99.051716	142.785205	placeholder-derived
warm_pool_monthly	-	k=1	-	3210.60	-	-
warm_pool_monthly	-	k=2	-	6021.10	-	-
warm_pool_monthly	-	k=4	-	11642.10	-	-
warm_pool_monthly	-	k=8	-	22884.10	-	-
warm_pool_monthly	-	k=16	-	45368.10	-	-
